x,Curve1
3974.13,833.484
5063.46,1226.19
5902.98,1565.93
6182.47,1663.48
6548.06,1762.97
7220.62,1905.72
7978.92,2033.93
8866.14,2154.45
9853.92,2281.55
10496.8,2379.71
11202.7,2515.23
11582.8,2624.07
11968.6,2770.56
12351.1,2985.35
12759,3265.96
13015.2,3391.88
13295.1,3508.27
13680.3,3628.86
14300.4,3776.57
15068.5,3916.51
15874.5,4039.77
17485.6,4243.93
18851.3,4380.98
20173.3,4489.98
21308.4,4576.34
21945.4,4625.07
