x,Curve1
16072.3,9.75542
17094.6,10.0901
18328.7,10.4615
19492,10.8391
20881.2,11.2535
22334.3,11.6548
23561.6,11.9917
24662.4,12.2514
25735.1,12.4833
26667.2,12.6379
27514.8,12.7502
28157.7,12.819
28709,12.8524
