x,Curve1
16054.6,5319.41
16983.1,5576.67
17853.8,5788.91
18866.7,6011
20356.6,6290.29
22173.8,6596.07
24540.1,7017.94
26173.7,7376.71
27565.3,7712.12
28629.7,8024.53
29352.6,8300.06
29911.7,8558.86
30566.3,8977.44
31553.4,9683.62
32496.1,10302.9
33487.5,10873.3
34628.7,11470.9
35639.5,11943.7
36455.7,12274.6
37843.2,12759.7
39980.5,13447.2
41909.8,14034.5
