x,Curve1
3611.23,814.299
4748.62,1195.11
5776.62,1602.37
6525.16,1919.1
8071.85,2630.07
8826.69,3012.73
10006.1,3555.88
11145.7,4035.61
12184.4,4492.28
13098.1,4918.93
13848,5296.9
14932.5,5873.48
15596.1,6237.74
16254.6,6592.6
16956.2,6944.9
17690.6,7273.48
18255.5,7506.3
