x,Curve1
3522.74,4.15983
3950.81,4.50633
4401.88,4.83075
4944.31,5.18267
5468.65,5.49881
6148.21,5.87415
6987.54,6.31319
7890.68,6.79284
8474.53,7.10503
8930.78,7.32709
9464.48,7.60768
10226.2,8.01934
10883,8.36778
11458,8.63536
11996.5,8.87147
12526.2,9.06298
13078.7,9.25022
13494.5,9.34725
14079.6,9.45462
14559.6,9.52547
15076.2,9.59218
15743.6,9.7047
16250.9,9.8025
16735.3,9.90902
17429.7,10.093
18137.8,10.286
19014.8,10.5384
19846.1,10.7948
20371.3,10.9551
21051.8,11.1745
21942.3,11.4804
