x,Curve1
16050,4013.75
17416.9,4179.34
18705.2,4317.36
20263.3,4454.38
22660.7,4654.46
24411.7,4843.01
25850.6,5057.1
26913.1,5272.59
27648.9,5485.8
28250.3,5730.87
28875.2,6080.34
29638.1,6586.04
30026.3,6821.45
30448.9,7001
30985.8,7214.96
31657.7,7431.9
32635.6,7675.57
33790.9,7911.61
34945.5,8116.31
36584,8367.97
38086.7,8574.85
40287,8862.74
42116.6,9075.38
43910.6,9288.15
45896.2,9496.73
