x,Curve1
3732.81,815.811
4377.78,1034.05
5187,1336.26
5943.91,1650.51
6975.86,2090.58
7545.02,2339.79
7954.46,2493.23
8411.38,2632.32
9286.07,2865.93
10189.3,3092.34
10996.2,3283.89
11572.7,3427.1
12024.9,3568.56
12511.5,3756.95
13062.2,4036.87
13835.9,4468.77
14681.1,4890.9
15321.8,5135.06
15937.6,5327.54
17052.5,5621.21
18277,5902.59
19908.8,6229.09
21923.5,6589.07
